Mã,Tên,C?p,Ngh? quy?t,Mã TP,T?nh / Thành Ph?
00901,Xã Lùng Tám,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
00913,Xã V? Xuyên,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
00919,Xã Minh Tân,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
00922,Xã Thu?n Hoà,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
00925,Xã Tùng Bá,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
00928,Xã Thanh Th?y,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
00937,Xã Lao Ch?i,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
00952,Xã Cao B?,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
00958,Xã Th??ng S?n,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
00967,Xã Vi?t Lâm,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
00970,Xã Linh H?,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
00976,Xã B?ch Ng?c,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
00982,Xã Minh S?n,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
00985,Xã Giáp Trung,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
00991,Xã B?c Mê,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
00994,Xã Minh Ng?c,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01006,Xã Yên C??ng,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01012,Xã ???ng H?ng,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01021,Xã Hoàng Su Phì,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01024,Xã B?n Máy,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01033,Xã Thàng Tín,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01051,Xã Tân Ti?n,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01057,Xã P? Ly Ngài,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01075,Xã N?m D?ch,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01084,Xã H? Th?u,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01090,Xã Thông Nguyên,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01096,Xã Pà V?y S?,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01108,Xã Xín M?n,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01117,Xã Trung Th?nh,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01141,Xã N?m D?n,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01144,Xã Qu?ng Nguyên,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01147,Xã Khuôn Lùng,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01153,Xã B?c Quang,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01156,Xã V?nh Tuy,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01165,Xã ??ng Tâm,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01171,Xã Tân Quang,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01180,Xã B?ng Hành,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01192,Xã Liên Hi?p,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01201,Xã Hùng An,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01216,Xã ??ng Yên,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01225,Xã Tiên Nguyên,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01234,Xã Yên Thành,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01237,Xã Quang Bình,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01243,Xã Tân Tr?nh,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01246,Xã B?ng Lang,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01255,Xã Xuân Giang,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
01261,Xã Tiên Yên,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02212,Ph??ng Nông Ti?n ,Ph??ng,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02215,Ph??ng Minh Xuân,Ph??ng,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02221,Xã Nà Hang,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02239,Xã Th??ng Nông,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02245,Xã Côn Lôn,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02248,Xã Yên Hoa,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02260,Xã H?ng Thái ,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02266,Xã Lâm Bình ,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02269,Xã Th??ng Lâm,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02287,Xã Chiêm Hoá,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02296,Xã Bình An,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02302,Xã Minh Quang,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02305,Xã Trung Hà,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02308,Xã Tân M?,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02317,Xã Yên L?p,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02320,Xã Tân An,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02332,Xã Kiên ?ài,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02350,Xã Kim Bình,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02353,Xã Hoà An,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02359,Xã Tri Phú ,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02365,Xã Yên Nguyên,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02374,Xã Hàm Yên,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02380,Xã B?ch Xa,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02392,Xã Phù L?u,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02398,Xã Yên Phú,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02404,Xã Bình Xa,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02407,Xã Thái S?n,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02419,Xã Thái Hoà,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02425,Xã Hùng ??c,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02434,Xã L?c Hành,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02437,Xã Ki?n Thi?t,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02449,Xã Xuân Vân,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02455,Xã Hùng L?i,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02458,Xã Trung S?n,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02470,Xã Tân Long,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02473,Xã Yên S?n,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02494,Xã Thái Bình,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02509,Ph??ng M? Lâm,Ph??ng,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02512,Ph??ng An T??ng,Ph??ng,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02524,Ph??ng Bình Thu?n ,Ph??ng,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02530,Xã Nh? Khê,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02536,Xã S?n D??ng,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02545,Xã Tân Trào,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02548,Xã Bình Ca,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02554,Xã Minh Thanh,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02572,Xã ?ông Th?,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02578,Xã Tân Thanh,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02608,Xã H?ng S?n,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02611,Xã Phú L??ng,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02620,Xã S?n Thu?,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
02623,Xã Tr??ng Sinh,Xã,S?: 1684/NQ-UBTVQH15; Ngày: 16/06/2025,08,T?nh Tuyên Quang
03127,Ph??ng ?i?n Biên Ph?,Ph??ng,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03151,Ph??ng M??ng Lay,Ph??ng,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03158,Xã Sín Th?u,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03160,Xã M??ng Nhé,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03162,Xã N?m Kè,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03163,Xã M??ng Toong,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03164,Xã Qu?ng Lâm,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03166,Xã M??ng Chà,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03169,Xã Nà H?,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03172,Xã Na Sang,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03175,Xã Chà T?,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03176,Xã Nà B?ng,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03181,Xã M??ng Tùng,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03193,Xã Pa Ham,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03194,Xã N?m Nèn,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03199,Xã Si Pa Phìn,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03202,Xã M??ng P?n,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03203,Xã Na Son,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03208,Xã Xa Dung,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03214,Xã M??ng Luân,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03217,Xã T?a Chùa,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03220,Xã T?a Thàng,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03226,Xã Sín Ch?i,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03241,Xã Sính Phình,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03244,Xã Sáng Nhè,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03253,Xã Tu?n Giáo,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03256,Xã M??ng ?ng,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03260,Xã Pú Nhung,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03268,Xã M??ng Mùn,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03283,Xã Chi?ng Sinh,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03295,Xã Quài T?,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03301,Xã Búng Lao,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03313,Xã M??ng L?n,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03316,Xã Nà T?u,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03325,Xã M??ng Ph?ng,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03328,Xã Thanh N?a,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03334,Ph??ng M??ng Thanh,Ph??ng,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03349,Xã Thanh Yên,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03352,Xã Thanh An,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03356,Xã Sam M?n,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03358,Xã Núa Ngam,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03368,Xã M??ng Nhà,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03370,Xã Pu Nhi,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03382,Xã Phình Giàng,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03385,Xã Tìa Dình,Xã,S?: 1661/NQ-UBTVQH15; Ngày: 16/06/2025,11,T?nh ?i?n Biên
03388,Ph??ng ?oàn K?t,Ph??ng,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03390,Xã Bình L?,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03394,Xã Sin Su?i H?,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03405,Xã T? Lèng,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03408,Ph??ng Tân Phong,Ph??ng,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03424,Xã B?n Bo,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03430,Xã Khun Há,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03433,Xã Bum T?,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03434,Xã N?m Hàng,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03439,Xã Thu L?m,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03442,Xã Pa ?,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03445,Xã M??ng Tè,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03451,Xã Mù C?,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03460,Xã Hua Bum,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03463,Xã Tà T?ng,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03466,Xã Bum N?a,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03472,Xã M??ng Mô,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03478,Xã Sìn H?,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03487,Xã Lê L?i,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03503,Xã Pa T?n,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03508,Xã H?ng Thu,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03517,Xã N?m T?m,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03529,Xã T?a Sín Ch?i,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03532,Xã Pu Sam Cáp,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03538,Xã N?m M?,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03544,Xã N?m Cu?i,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03549,Xã Phong Th?,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03562,Xã Sì L? L?u,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03571,Xã Dào San,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03583,Xã Kh?ng Lào,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03595,Xã Than Uyên,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03598,Xã Tân Uyên,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03601,Xã M??ng Khoa,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03613,Xã N?m S?,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03616,Xã P?c Ta,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03618,Xã M??ng Than,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03637,Xã M??ng Kim,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03640,Xã Khoen On,Xã,S?: 1670/NQ-UBTVQH15; Ngày: 16/06/2025,12,T?nh Lai Châu
03646,Ph??ng Tô Hi?u,Ph??ng,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03664,Ph??ng Chi?ng An,Ph??ng,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03670,Ph??ng Chi?ng C?i,Ph??ng,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03679,Ph??ng Chi?ng Sinh,Ph??ng,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03688,Xã M??ng Chiên,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03694,Xã M??ng Giôn,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03703,Xã Qu?nh Nhai,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03712,Xã M??ng S?i,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03721,Xã Thu?n Châu,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03724,Xã Bình Thu?n,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03727,Xã M??ng É,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03754,Xã Chi?ng La,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03757,Xã M??ng Khiêng,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03760,Xã M??ng Bám,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03763,Xã Long H?,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03781,Xã Co M?,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03784,Xã N?m L?u,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03799,Xã Mu?i N?i,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03808,Xã M??ng La,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03814,Xã Chi?ng Lao,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03820,Xã Ng?c Chi?n,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03847,Xã M??ng Bú,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03850,Xã Chi?ng Hoa,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03856,Xã B?c Yên,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03862,Xã Xím Vàng,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03868,Xã Tà Xùa,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03871,Xã P?c Ngà,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03880,Xã T? Khoa,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03892,Xã Chi?ng S?i,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03901,Xã Su?i T?,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03907,Xã M??ng C?i,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03910,Xã Phù Yên,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03922,Xã Gia Phù,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03943,Xã M??ng Bang,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
03958,Xã T??ng H?,Xã,S?: 1681/NQ-UBTVQH15; Ngày: 16/06/2025,14,T?nh S?n La
